Paragraphe 1;Paragraphe 2;Paragraphe 3;Paragraphe 4;Paragraphe 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J’espère que tu n’es pas décu de te faire contacter par une femme comme moi, et j’espère vraiment que tu me répondras.;Mignon, gentleman, et très attentionné, voila cheque ton profil m’inspire, ton physique lui m’inspire encore plus, mais ça c’est moins évident d’en parler comme ça, c’est plus facile à démontrer en réel.;Bon je m’enflamme peut être car tu vas peut être bien me recaller comme jamais, mais si une rencontre te semble possible, je suis assez courageuse pour te recevoir chez moi.;Alleeeeez lis vite ce message, laisses toi tenter et laisses moi la chance de pouvoir te connaitre.;Je te laisse maintenant, tu as toutes les cartes en main pour me rencontrer, alors si tu n’es pas trop occupé, rejoins moi vite pour qu’on se connecte sur le tchat et pour passer à plus de concret.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J’aimerais voir ton visage sourire en lisant mon message, comme moi je souris quand je vois ton profil.. Tu es très beau garçon je tenais à te le dire, et je voulais aussi que tu saches que je compte vraiment sur une réponse de ta part.;Ton profil m’a fait super impression et j’espère ne pas me tromper, mais comme on dit qui tente rien n’a rien, alors voila je tente le coup avec toi bel inconnu.;Alors que penses tu de tout ça? C’est bête mais j’espère vraiment que ca te dit de me rencontrer.;Bon et bien, il ne me reste plus qu’à attendre que ce beau jeune homme se décide à me répondre.-;Je pense en avoir assez dit pour l’instant, tu verras que je serai plus expressive quand on se retrouvera sur le tchat.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Je ne veux pas que tu me prennes pour une folle, ce qui est loin d’être le cas, mais j’ai très envie de faire ta connaissance.;Beau et avenant, tu as l’air d’avoir vraiment tout pour me faire craquer toi!! Je ne sais pas pourquoi, on ne se connait pas mais je pense que l’on va bien s’entendre.;Alors voila, pour résumer la situation, tu as l’opportunité de dire NEXT, ou encore de me follow pour une rencontre qui pourrait te mener jusqu’à chez moi… Qu’en dis-tu?;Je ne sais pas ce que je pourrais ajouter pour achever de te convaincre, mais tout ce que j’ai à dire c’est que je suis convaincue que tu ne le regretteras pas du tout.;Je te laisse non pas sans te dire que j’espère te retrouver très vite sur le tchat pour t’entendre me dire que OUI tu veux me rencontrer.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
On n’a pas la chance de se connaitre, mais j’ai si souvent regardé ta photo de profil que moi j’ai l’impression de te connaitre.. Du moins j’ai très envie d’apprendre à te connaitre.;Moi je suis juste une femme parmi tant d’autres sur le site, qui ne cherche qu’à faire des rencontres sans se prendre la tête. J’ai besoin de sentir un coté masculin à mes côtés.;Je ne veux pas précipiter les choses alors qu’on ne se connait pas encore, mais je me dis qu’après tout je pourrais te recevoir si on se voit près de chez moi.;Je suis une femme très ouverte, donc ne prends pas de gants avec moi si tu n’es pas emballé, je ne me tacherai pas et j’aime les hommes francs.;Euuuuhhh… voila je pense avoir faite le tour, à très bientôt sur le tchat j’espère.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Si on apprend à se connaitre, tu verras que je suis une fille qui est très franche et directe, c’est pour ça que je tiens à te dire que je te trouve très à mon gout.;J’aime la mode sans pour autant être addict au superflu, j’aime les choses simples, et je ne crache jamais sur un bel homme qui parait attiré par mon physique.;Je pense que si l’idée te plait, on pourrait se boire un verre ensemble, pour voir si l’on se plait, pas très loin de chez moi ou chez toi, on sait jamais, si le feeling passe bien entre nous.;C’est très rare les fois où j’ai envie de me laisser découvrir par un mec que je ne connais même pas, cela ne me ressemble pas du tout.;En général, en soirée, je me connecte sur le tchat pour répondre aux petits coquins qui se font des films sur moi, alors si tu y vas , fais moi signe, et promis je ne me consacrerai qu’à toi..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Je suis sur le site depuis peu car j’ai des envies de rencontre et je dois avouer que tu fais partie de mes profils favoris, j’aimerais te connaitre d’avantage.;Sinon que dire sur moi, à part que je suis une femme simple et douce qui aime prendre du plaisir en compagnie d’hommes charmants. Je suis de nature plutôt docile et j’aime les hommes entreprenants.;Tu pourrais me retrouver vers chez moi pour un premier rdv, on pourrait se faire une petite ballade pour discuter et voir si ça vaut la peine de se revoir.;J’espère que j’aurais su t’envoyer les mots qu’il fallait pour réussir à te donner envie de me répondre vite.;Dispo sur le tchat en soirée si jamais tu en veux d’avantage.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Je viens tout juste de voir ta photo de profil en naviguant sur le site de rencontre, et je dois avouer que j’ai flaché direct.;J’espère que quand tu verras mes photos, tu auras la même étincelle dans les yeux que celle que j’ai eu quand j’ai découvert ta fiche, mais pour être honnête, ne croyant pas au hasard, je n’ai aucun doute la dessus.;Vu que l’on se trouve dans le même secteur, et que l’on cherche tous les deux à faire des rencontres, je pense que le mieux serait de se voir rapidement pour voir ce qu’il en est.;Ma douceur ne demande qu’à faire connaissance avec toi, et elle est convaincue de te séduire vite.;Ca y est j’ai fini de te déclarer ma flamme hihihi, je fais ma capriiiicieuse mais quand je veux quelqu’un je sais mettre les moyens, et si tu as des doutes, laisses moi te convaincre en 5minutes sur le tchat.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Depuis un bout de temps sur le site, j’ai parcouru un nombre incalculable de profils de mecs, et le tien est un des rares qui m’a fait vraiment de l’effet.;Le fait de me trouver sur un site de rencontre me permet de me sentir en confiance et d’aborder les hommes qui semblent me correspondre. Je dois te dire que tu as été celui qui a le plus retenu mon attention…;Vu que comme moi tu te trouves dans le secteur, on pourrait manger un petit quelque chose dans un resto du coin pour voir si l’on est bien assortit.;J’ai hâte de te voir. Très hâte que tu me dises oui, très hâte d’avoir de tes nouvelles…;Retrouves moi sur le tchat si tu peux bien sur, je récupèrerai tes coordonnées pour te parler de vive voix.. je préfère t’appeler moi histoire d’être un peu prudente, ne sait-on jamais…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
On m’a toujours répété que ans la vie, si on veut ce qui se fait de mieux, on doit s’en donner les moyens. C’est pour ça que pour une fois je fais le premier pas en t’écrivant ce message.;C’est fou comme ton profil me laisse de marbre, tu as quelque chose en toi qui m’attire mais je ne saurais pas le décrire parfaitement. Je sais que l’on ne se connait pas, mais je pense que dans peu de temps, ce ne sera plus le cas.;Que penses tu de s’organiser une rencontre dans un café près de la mairie, on pourrait y boire un verre, et s’y ça se passe bien, on pourrait prolonger la soirée chez toi ou chez moi…;Partager un moment en ta compagnie serait la meilleure chose pour moi sur ce site, tu as toutes les cartes en main.;Hâte de t'y retrouver.  Hâte de te retrouver sur le site pour voir si tu es tenté comme moi je le suis.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Je ne veux pas que tu me prennes pour une « Marie couches toi la » alors que je suis plutôt timide d’habitude, mais là je n’ai pas pu m’empêcher de prendre contact avec toi.;Mon coté physique, je te le laisse découvrir car je sais que tu ne seras pas déçu, pour ce qui est du reste, rien d’extraordinaire, je suis une fille sans histoire, bien éduquée et bien dans sa peau.;Là où je me trouve, il y a plusieurs endroits sympas assez intimistes pour pouvoir discuter tranquillement, ça serait sympa comme premier rendez-vous.;J’espère ne pas trop subir la concurrence des autres femmes de ce site, mais je sais me faire respectée, je sais sortir les griffes quand je veux quelque chose!!!;A très bientôt. Voila, voila, si tu es pressé, je pense que tu as de grandes chances de pouvoir me retrouver sur le tchat, j’y passe assez souvent.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J’espère que ma démarche ne te fera pas flipper, mais on est sur un site de rencontre et toi tu me plais particulièrement, j’aimerais beaucoup discuter avec toi pour voir si ça serait possible de te rencontrer.;Tu parais vraiment ravissant sur ta photo de profil, mais j’avoue que j’aimerais te voir face à moi pour confirmer mes impressions positives. J’aime les hommes dans ton genre, et j’espère que tu sais apprécier les femmes comme moi.;Pour une première entrevue, je pense que cela serait sympa de partager un plat au restaurant, et on pourrait aller se prendre un verre par la suite.;Partager un instant avec toi serait je pense la meilleure chose que ce site internet puisse m’apporter.;Je t'attends, viens vite :) J’attends ta réponse… ta réponse positive bien évidemment… J’espère que si tu me laisses la chance de discuter sur le tchat avec toi, tu te rendras compte que je suis une femme qui en vaut la peine.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Je marche beaucoup au feeling, et quand j’ai vu ton profil, j’avoue que je suis restée sur les fesses, j’ai même pensé que tu étais un fake tellement j’en ai eu les frissons.;Ne flippes pas hein, je ne cherche pas l’âme soeur, mais tu as l’air tellement chou que j’ai envie d’en savoir plus sur toi. Je te rassure, je ne suis pas une chasseuse, mais simplement une femme qui sait ce qu’elle veut.;Si j’ai bien compris, et que je ne suis pas trop bête, je crois comprendre que tu habites pas loin de chez moi, ce qui est plutôt cool si on veut se boire un verre ensemble un de ces 4.;Si tu me dis non je crois que je tomberais vraiment de haut car j’ai vraiment un bon pressentiment pour le coup.;A très bientôt je l’espère.. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bien que l’on ne se connaisse pas encore, j’aimerais vraiment faire ta connaissance et découvrir que tu es autant agréable que ton profil.;Je ne veux pas mettre la charrue avant les boeufs, et je peux bien sur me tromper, mais tu as l’air d’être un vrai gentleman avec les femmes, et ça me plait énormément.;Si ta curiosité te donne envie de me rencontrer, je serais prête à te rejoindre pour aller prendre un café ou un jus pas très loin de chez nous.;J’espère vraiment te plaire, et que tu auras apprécié recevoir un message de moi, je ne pouvais plus résister.;Si t’es intéressé, fais moi signe et on se voit sur le tchat pour concrétiser ce qu’il y a à concrétiser!!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Salut, je ne sais pas pourquoi mais dès que j’ai vu ton profil, je me suis sentie en confiance, voila pourquoi je t’envoie ce message.;Pour ce qui est de moi, je déteste me décrire physiquement comme une bête de foire, je préfère que les mecs me découvrent de leurs propres yeux. Non pas que je ne sois pas fière de ce que je suis au contraire, mais juste pour voir dans leurs yeux la bonne surprise qu’ils reçoivent en me découvrant pour la première fois.;Bon voila, je ne sais pas ce que tu vas penser de ma proposition, mais si tu es emballé ou au moins intéressé, je te laisse choisir le lieu de notre 1ère rencontre: centre commercial, café, ciné, resto, chez toi… où tu veux en fait..;C’est fou cette folle envie de te connaitre, je suis très chanceuse d’avoir trouver une perle comme toi ici.;Voila j’espère pouvoir te voir connecté sur le tchat pour essayer de s’organiser tout ça.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Je sais bien que d’habitude c’est les hommes qui contactent les femmes et pas l’inverse, mais je me suis dis qu’en 2016 il était grand temps que les choses changent.;Me concernant, rien de particulier à part que j’aime rire, manger, faire du sport (un peu), faire l’amour (beaucoup), voila tout, pour le reste, seuls les plus curieux sauront.;Si mon message t’a donné envie d’en savoir un peu plus sur moi, alors on pourrait se boire un verre ou simplement se voir, pour évaluer la situation.;J’espère que tu verras ce message au plus vite car déjà que de mon côté j’ai été longue avant de t’écrire, je ne veux plus attendre  hihihi..;Le moment de vérité est enfin arrivé, je te cache pas que je vais impatiemment attendre ta réponse sur le tchat. Bisous playboy.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Salut.. Comment te dire sans te faire peur que ton profil m’a fait craqué et que depuis j’ai très envie d’en savoir un peu plus sur toi.;Si ce que tu es est aussi plaisant que ce que tu montres sur ton profil, alors laisses moi te dire que je veux un tour d’essai hihihi, je plaisante, je ne suis pas une femme facile, mais en tant qu’adulte, il n’y a pas de mal à prendre un peu de bon temps.;Même si ça ne se voit pas trop à mon physique, je suis une grosse mangeuse, donc je pense que pour premier rendez vous, un restaurait serait parfait pour moi je trouve hihihi.;Si j’avais su je t’aurais écris tout ça avant car je suis consciente que d’avoir attendu ne joue pas en ma faveur.;Il ne me reste plus qu’à espérer une réponse de ta part qui j’espère ne tardera pas trop à arriver.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J’ai commencé 2016 avec pour bonne résolution de me donner les moyens d’aller vers ce qui me plait.. Voila pourquoi, même si j’ai hésité, je suis là à t’écrire.;Pour ce qui est de ma description, je vais faire simple: rigolote, coquine et très souple!!! ahahaha j’espère que tu seras assez curieux pour confirmer mes dires et découvrir le reste.;Si tu penses qu’une rencontre avec moi est envisageable, alors pourquoi ne pas se retrouver à la sortie du boulot pour discuter de tout ça?;Si tu es comme je crois que tu es, je vais vraiment prendre du plaisir à te rencontrer.;Tu n’as plus d’excuses maintenant je suis sur le tchat, alors si tu sais ce que tu veux vraiment, je me ferais une joie de te faire la conversation.;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bonjour, Désolé si je suis un peu directe avec toi mais ton profil me plait beaucoup, et j’aimerais savoir si ça te dit de faire connaissance.;Quand je suis tombé sur ta photo la première fois, tu m’as fait penser à un mec que j’avais rencontré quand j’étais plus jeune en vacances, voila pourquoi je me suis attardé sur ton profil.. Et pour être honnête, tu m’as l’air tout aussi chou que celui à qui tu me fais penser.;Si bien évidement tu peux envisager une future rencontre entre nous, je ne sais pas mais je suis une femme assez simple, donc se retrouver au parc, se balader, boire un thé, je suis ouverte à ce type de propositions.;Si tu voyais comme je suis impatiente d’avoir une réponse de ta part, tu me prendrais pour une petite gamine.. J’assume!!!;Je pense me connecter au tchat dans la soirée avant 22h30 , 23h , alors si tu n’es pas overbooké, ne me fais pas trop espérer.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Salut Salut!!! Désolé de ne pas faire dans l’originalité même si en temps normal je suis assez drôle!! Depuis un bout de temps je cherche à attirer ton attention sur moi.;Que dire sur moi, à part que si tu aimes les femmes douces, drôles et cultivées tu seras servis je te le promets. Pour ce qui est de mes autres atouts, on verra si tu as le privilège de les découvrir.;Bon sans parler de précipiter les choses entre nous même si comme tu peux comprendre je suis célibataire, on pourrait se voir en vrai dans un lieu qui nous convient à tous les 2.;Voilà j’ai dis plus ou moins ce qui me tenait à coeur, la balle est dans ton camp, et j’espère que tu es un bon joueur!!!;A cause de toi, je vais squatter le tchat jusqu’à tard je pense en espérant que tu t’y connectes.. A très bientôt j’espère.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Salut, je m’étais jurée de ne pas te contacter mais l’envie a eu raison de moi.. Tu as sans doute compris que tu me plais, et que je m’intéresse à toi, j’aimerais en savoir un peu plus sur celui qui m’a donné envie de faire le premier pas..;Pour ce qui est de moi…. et bien… je dirais simple, altruiste et partante pour tout, mais absolument pour tout… J’aime découvrir de nouvelles choses, surtout si je suis bien accompagnée.;De mon point de vue, rien de mieux qu’une rencontre physique pour bien juger la situation, qu’en penses-tu? ;Comme tu peux constater je ne prends pas les rencontres à la léger mais je ne crache pas non plus sur du plaisir simple si le respect est présent, c’est pour ça que je peux dire que je suis très ouverte.;Bon si tu es dispo, fais moi signe sur le tchat.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hey ! Excuse-moi de t'aborder comme ça, mais je vais être directe tu m'as un peu tapé dans l'oeil... Donc je tente ma chance ! Hello, on dit qui ne tente rien à rien, alors voila pourquoi je te contacte, pour ne pas regretter de n’avoir rien tenté.;"Je m'apelle Lola, je suis brune aux yeux verts... Je mesure 1m63 et pèse 55 kilos. J'ai une poitrine généreuse, ce qui donne une silouhette harmonieuse, si tu vois ce que je veux dire ? ;) Je ne suis pas du genre à me mettre en avant, ou à écraser les autres pour avancer, je sais ce que je vaux, et je pense vraiment être une personne bien sous tout rapport, et ce quel que soit le type de rapport… si tu vois ce que je veux dire…";Si ma proposition t’intéresse et que mon petit numéro de drague t’a plu, que penses-tu d’aller dans un bar ou un salon de thé du centre pour discuter de vive voix?;J’espère te plaire, j’en suis même presque convaincue, pour ce qui est de moi, je suis convaincue que tu me plais déjà.;Je pense que si ça ne marche pas avec toi je vais arrêter la rencontre sur internet, et je ne te cache pas que quelque part j’aimerais que tu me fasses changer d’avis.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
L’ennui m’a mené sur  ce site de rencontre et je cherche un mec avec qui papoter, tu as un moment pour une fille comme moi??;Je ne suis pas psychologue, mais si tu as envie de parler avec une femme à qui tu plais beaucoup, alors j’en serais enchantée. J’ai bizarrement envie que tu découvres qui je suis.;Vu que toi et moi on ne doit pas habiter si loin l’un de l’autre, je trouve qu’il serait dommage de trop prolonger la discussion par écrit mais qu’il serait mieux de se retrouver tout les 2.;Voila pour le bla bla, place à l’action maintenant, et ta réponse me permettra d’y voir plus clair.;Surtout si en te connectant tu ne me trouves pas sur le tchat, laisses moi quand même un message pour que je puisse te recontacter très très vite.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tu es le premier gars avec qui je fais le premier pas sur ce site de rencontre, mais comme ceux qui me contactent ne sont pas ceux qui me plaisent forcément, je me dis que l’on est jamais mieux servis que par soit même lol . ;Sinon pour moi, rien de très spécial, à part des courbes à en avoir le tournis, et une sensualité naturelle qui plait généralement beaucoup aux hommes.;C’est vrai qu’on dit que l’habit ne fait pas le moine, mais laisses moi te dire que ta photo m’a donné une très bonne impression, et surtout l’envie de découvrir qui se cache derrière ce profil qui m’a tant plu.;Bon voila tout, reste plus qu’à espérer que ce message ne finira pas aux oubliettes car moi je tiens vraiment à faire connaissance avec toi.;J’ai tout dis, alors surtout n’hésites pas à te connecter pour me dire que tu peux être intéressé, et dès que je vois ton message je te réponds.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
